Número,NI Beneficiário,Origem,Situação,Valor,NIs_iguais,Tempo_decorrido,Natureza do Processo,Forma de Cadastramento,Crédito,Situação Cadastral - Código,País - Código,Estrangeiro,Nacionalidade - Código,Sexo - Código,UF,Município - Código,Telefone - DDD,Idade,Tempo de Óbito
8220,2676,Previdenciário,CREDITADA,247.21,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4985,31,55,0
8221,2676,Previdenciário,CREDITADA,419.66,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4985,31,55,0
8222,2676,Previdenciário,CREDITADA,413.91,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4985,31,55,0
8223,2676,Previdenciário,CREDITADA,412.14,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4985,31,55,0
8224,2676,Previdenciário,CREDITADA,407.34,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4985,31,55,0
8225,2676,Previdenciário,CREDITADA,406.05,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4985,31,55,0
8226,2676,Previdenciário,CREDITADA,253.32,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4985,31,55,0
8227,2676,Previdenciário,CREDITADA,408.99,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4985,31,55,0
8228,2676,Previdenciário,CREDITADA,404.6,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4985,31,55,0
8229,2676,Previdenciário,CREDITADA,410.61,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4985,31,55,0
8230,1590,Previdenciário,CREDITADA,1182.52,S,1,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7535,41,46,0
8231,386,Previdenciário,CREDITADA,1134.63,S,0,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8729,51,59,0
8232,1624,Previdenciário,CREDITADA,749.85,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,46,0
8233,1624,Previdenciário,CREDITADA,746.8,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,46,0
8234,1624,Previdenciário,CREDITADA,753.39,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,46,0
8235,1624,Previdenciário,CREDITADA,743.61,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,46,0
8236,2050,Previdenciário,CREDITADA,563.83,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8237,2050,Previdenciário,CREDITADA,666.64,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8238,2050,Previdenciário,CREDITADA,704.69,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8239,2050,Previdenciário,CREDITADA,545.26,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8240,2050,Previdenciário,CREDITADA,689.17,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8241,2050,Previdenciário,CREDITADA,388.15,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8242,2050,Previdenciário,CREDITADA,699.9,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8243,2050,Previdenciário,CREDITADA,997.53,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8244,2050,Previdenciário,CREDITADA,598.46,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8245,3817,Previdenciário,CREDITADA,230.03,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4483,32,61,0
8246,3817,Previdenciário,CREDITADA,226.9,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4483,32,61,0
8247,3817,Previdenciário,CREDITADA,225.9,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4483,32,61,0
8248,3817,Previdenciário,CREDITADA,227.95,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4483,32,61,0
8249,3817,Previdenciário,CREDITADA,224.87,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4483,32,61,0
8250,3817,Previdenciário,CREDITADA,228.95,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4483,32,61,0
8251,3817,Previdenciário,CREDITADA,223.87,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4483,32,61,0
8252,1973,Previdenciário,CREDITADA,90.16,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4553,0,71,0
8253,1973,Previdenciário,CREDITADA,88.14,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4553,0,71,0
8254,1973,Previdenciário,CREDITADA,88.56,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4553,0,71,0
8255,1973,Previdenciário,CREDITADA,88.94,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4553,0,71,0
8256,1973,Previdenciário,CREDITADA,89.33,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4553,0,71,0
8257,1973,Previdenciário,CREDITADA,89.75,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4553,0,71,0
8258,1973,Previdenciário,CREDITADA,90.84,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4553,0,71,0
8259,306,Previdenciário,CREDITADA,40.03,S,2,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,F,MG,5413,35,68,0
8260,306,Previdenciário,CREDITADA,29.63,S,2,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,F,MG,5413,35,68,0
8261,306,Previdenciário,CREDITADA,42.19,S,2,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,F,MG,5413,35,68,0
8262,1684,Previdenciário,CREDITADA,317.91,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4787,33,61,0
8263,1684,Previdenciário,CREDITADA,311.71,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4787,33,61,0
8264,1684,Previdenciário,CREDITADA,669.4,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4787,33,61,0
8265,1684,Previdenciário,CREDITADA,99.47,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4787,33,61,0
8266,1684,Previdenciário,CREDITADA,211.49,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4787,33,61,0
8267,1684,Previdenciário,CREDITADA,307.42,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4787,33,61,0
8268,1684,Previdenciário,CREDITADA,301.66,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4787,33,61,0
8269,1684,Previdenciário,CREDITADA,237.06,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4787,33,61,0
8270,306,Previdenciário,CREDITADA,48.49,S,2,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,F,MG,5413,35,68,0
8271,3509,Previdenciário,CREDITADA,404.43,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,66,0
8272,2795,Previdenciário,CREDITADA,635.55,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,99,105,Não,105,M,BA,3965,0,72,1
8273,2795,Previdenciário,CREDITADA,633.61,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,99,105,Não,105,M,BA,3965,0,72,1
8274,2795,Previdenciário,CREDITADA,719.29,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,99,105,Não,105,M,BA,3965,0,72,1
8275,2795,Previdenciário,CREDITADA,631.42,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,99,105,Não,105,M,BA,3965,0,72,1
8276,2795,Previdenciário,CREDITADA,621.34,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,99,105,Não,105,M,BA,3965,0,72,1
8277,2795,Previdenciário,CREDITADA,642.94,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,99,105,Não,105,M,BA,3965,0,72,1
8278,2795,Previdenciário,CREDITADA,627.02,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,99,105,Não,105,M,BA,3965,0,72,1
8279,2722,Previdenciário,CREDITADA,124.33,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8280,2722,Previdenciário,CREDITADA,124.74,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8281,2722,Previdenciário,CREDITADA,120.24,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8282,2722,Previdenciário,CREDITADA,119.65,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8283,2722,Previdenciário,CREDITADA,122.98,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8284,2722,Previdenciário,CREDITADA,132.77,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8285,2722,Previdenciário,CREDITADA,120.78,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8286,2722,Previdenciário,CREDITADA,122.44,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8287,2722,Previdenciário,CREDITADA,123.43,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8288,2722,Previdenciário,CREDITADA,119.02,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8289,2722,Previdenciário,CREDITADA,125.85,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8290,2722,Previdenciário,CREDITADA,125.2,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8291,2722,Previdenciário,CREDITADA,123.09,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8292,2722,Previdenciário,CREDITADA,124.5,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8293,2722,Previdenciário,CREDITADA,123.85,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8294,2722,Previdenciário,CREDITADA,122.4,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8295,2722,Previdenciário,CREDITADA,119.49,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8296,2722,Previdenciário,CREDITADA,118.74,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8297,2722,Previdenciário,CREDITADA,120.92,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8298,2722,Previdenciário,CREDITADA,120.25,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8299,2722,Previdenciário,CREDITADA,121.68,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8300,2722,Previdenciário,CREDITADA,118.09,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8301,2722,Previdenciário,CREDITADA,185.52,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8302,2722,Previdenciário,CREDITADA,117.26,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8303,2722,Previdenciário,CREDITADA,123.99,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8304,2722,Previdenciário,CREDITADA,125.94,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8305,2722,Previdenciário,CREDITADA,123.03,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8306,2722,Previdenciário,CREDITADA,125.01,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8307,2722,Previdenciário,CREDITADA,120.19,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8308,2722,Previdenciário,CREDITADA,131.1,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8309,2722,Previdenciário,CREDITADA,121.1,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8310,2722,Previdenciário,CREDITADA,118.26,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,67,0
8311,2215,Previdenciário,CREDITADA,116.27,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,CE,1389,85,64,0
8312,2215,Previdenciário,CREDITADA,97.89,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,CE,1389,85,64,0
8313,2215,Previdenciário,CREDITADA,862.76,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,CE,1389,85,64,0
8314,2215,Previdenciário,CREDITADA,78.57,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,CE,1389,85,64,0
8315,1203,Previdenciário,CREDITADA,142.56,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MS,9051,67,69,0
8316,449,Previdenciário,CREDITADA,212.61,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7145,15,63,0
8317,2195,Previdenciário,CREDITADA,112.31,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MA,921,98,63,0
8318,2195,Previdenciário,CREDITADA,114.64,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MA,921,98,63,0
8319,2195,Previdenciário,CREDITADA,115.19,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MA,921,98,63,0
8320,2195,Previdenciário,CREDITADA,114.13,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MA,921,98,63,0
8321,2195,Previdenciário,CREDITADA,112.37,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MA,921,98,63,0
8322,2195,Previdenciário,CREDITADA,116.33,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MA,921,98,63,0
8323,2195,Previdenciário,CREDITADA,116.92,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MA,921,98,63,0
8324,2195,Previdenciário,CREDITADA,113.29,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MA,921,98,63,0
8325,2195,Previdenciário,CREDITADA,113.61,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MA,921,98,63,0
8326,2195,Previdenciário,CREDITADA,115.81,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MA,921,98,63,0
8327,2596,Previdenciário,CREDITADA,1160.5,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,GO,9373,62,62,0
8328,1596,Previdenciário,CREDITADA,29.89,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8329,1596,Previdenciário,CREDITADA,30.12,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8330,1596,Previdenciário,CREDITADA,30.36,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8331,1596,Previdenciário,CREDITADA,40.8,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8332,1596,Previdenciário,CREDITADA,30.4,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8333,1596,Previdenciário,CREDITADA,30.15,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8334,1596,Previdenciário,CREDITADA,30.9,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8335,1596,Previdenciário,CREDITADA,33.71,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8336,1596,Previdenciário,CREDITADA,31.16,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8337,1596,Previdenciário,CREDITADA,30.62,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8338,1596,Previdenciário,CREDITADA,31.21,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8339,1596,Previdenciário,CREDITADA,28.95,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8340,1596,Previdenciário,CREDITADA,29.2,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8341,1596,Previdenciário,CREDITADA,29.41,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8342,1596,Previdenciário,CREDITADA,29.64,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8343,1596,Previdenciário,CREDITADA,29.26,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8344,1596,Previdenciário,CREDITADA,29.12,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6635,19,60,0
8345,2491,Previdenciário,CREDITADA,196.63,S,4,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4123,31,42,0
8346,3430,Previdenciário,CREDITADA,580.99,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,51,0
8347,3430,Previdenciário,CREDITADA,577.03,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,51,0
8348,3430,Previdenciário,CREDITADA,575.15,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,51,0
8349,3430,Previdenciário,CREDITADA,569.54,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,51,0
8350,2050,Previdenciário,CREDITADA,743.21,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8351,2050,Previdenciário,CREDITADA,739.31,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8352,2050,Previdenciário,CREDITADA,735.37,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8353,2050,Previdenciário,CREDITADA,727.63,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8354,2050,Previdenciário,CREDITADA,754.37,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8355,2050,Previdenciário,CREDITADA,750.63,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8356,2050,Previdenciário,CREDITADA,747.22,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8357,2050,Previdenciário,CREDITADA,816.3,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8358,2050,Previdenciário,CREDITADA,569.27,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8359,2050,Previdenciário,CREDITADA,727.24,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8360,2050,Previdenciário,CREDITADA,284.85,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8361,2050,Previdenciário,CREDITADA,672.98,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8362,2050,Previdenciário,CREDITADA,562.28,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8363,2050,Previdenciário,CREDITADA,687.19,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8364,2050,Previdenciário,CREDITADA,724.28,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8365,2050,Previdenciário,CREDITADA,165.71,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,39,0
8366,639,Previdenciário,CREDITADA,562.76,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4123,31,42,0
8367,1485,Previdenciário,CREDITADA,270.1,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4625,31,53,0
8368,2075,Previdenciário,CREDITADA,8.0,S,4,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4559,33,56,0
8369,2075,Previdenciário,CREDITADA,13.56,S,4,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4559,33,56,0
8370,2795,Previdenciário,CREDITADA,616.07,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,99,105,Não,105,M,BA,3965,0,72,1
8371,2795,Previdenciário,CREDITADA,645.39,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,99,105,Não,105,M,BA,3965,0,72,1
